Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
13032018T070330,63656521410051,3,-1,-1,9,0.85,3,False,True,False
13032018T070330,63656521410605,3,0,target3,9,0.85,3,False,True,False
13032018T070331,63656521411219,3,1,target2,9,0.85,3,False,True,False
13032018T070331,63656521411894,3,2,target5,9,0.85,3,False,True,False
13032018T070332,63656521412504,3,3,target1,9,0.85,3,False,True,False
13032018T070333,63656521413119,3,4,target4,9,0.85,3,False,True,False
13032018T070333,63656521413812,3,5,target8,9,0.85,3,False,True,False
13032018T070334,63656521414505,3,6,target0,9,0.85,3,False,True,False
13032018T070335,63656521415197,3,7,target6,9,0.85,3,False,True,False
13032018T070335,63656521415774,3,8,target7,9,0.85,3,False,True,False
13032018T070335,63656521415809,4,-1,-1,9,0.85,3,False,True,False
13032018T070336,63656521416401,4,0,target1,9,0.85,3,False,True,False
13032018T070336,63656521416957,4,1,target0,9,0.85,3,False,True,False
13032018T070337,63656521417939,4,2,target4,9,0.85,3,False,True,False
13032018T070338,63656521418546,4,3,target6,9,0.85,3,False,True,False
13032018T070339,63656521419140,4,4,target2,9,0.85,3,False,True,False
13032018T070339,63656521419790,4,5,target5,9,0.85,3,False,True,False
13032018T070340,63656521420436,4,6,target8,9,0.85,3,False,True,False
13032018T070341,63656521421097,4,7,target7,9,0.85,3,False,True,False
13032018T070341,63656521421834,4,8,target3,9,0.85,3,False,True,False
13032018T070341,63656521421858,5,-1,-1,9,0.85,3,False,True,False
13032018T070342,63656521422513,5,0,target7,9,0.85,3,False,True,False
13032018T070343,63656521423082,5,1,target6,9,0.85,3,False,True,False
13032018T070343,63656521423702,5,2,target0,9,0.85,3,False,True,False
13032018T070344,63656521424409,5,3,target5,9,0.85,3,False,True,False
13032018T070345,63656521425005,5,4,target8,9,0.85,3,False,True,False
13032018T070345,63656521425629,5,5,target1,9,0.85,3,False,True,False
13032018T070346,63656521426203,5,6,target3,9,0.85,3,False,True,False
13032018T070346,63656521426733,5,7,target4,9,0.85,3,False,True,False
13032018T070347,63656521427363,5,8,target2,9,0.85,3,False,True,False
13032018T070347,63656521427388,1,-1,-1,9,0.85,4,False,False,False
13032018T070347,63656521427947,1,0,target4,9,0.85,4,False,False,False
13032018T070348,63656521428642,1,1,target7,9,0.85,4,False,False,False
13032018T070349,63656521429310,1,2,target1,9,0.85,4,False,False,False
13032018T070350,63656521430033,1,3,target5,9,0.85,4,False,False,False
13032018T070350,63656521430668,1,4,target6,9,0.85,4,False,False,False
13032018T070351,63656521431404,1,5,target0,9,0.85,4,False,False,False
13032018T070352,63656521432098,1,6,target3,9,0.85,4,False,False,False
13032018T070352,63656521432779,1,7,target2,9,0.85,4,False,False,False
13032018T070353,63656521433439,1,8,target8,9,0.85,4,False,False,False
13032018T070353,63656521433462,2,-1,-1,9,0.85,4,False,False,False
13032018T070353,63656521433996,2,0,target4,9,0.85,4,False,False,False
13032018T070354,63656521434474,2,1,target3,9,0.85,4,False,False,False
13032018T070355,63656521435437,2,2,target2,9,0.85,4,False,False,False
13032018T070356,63656521436093,2,3,target5,9,0.85,4,False,False,False
13032018T070356,63656521436704,2,4,target7,9,0.85,4,False,False,False
13032018T070357,63656521437368,2,5,target6,9,0.85,4,False,False,False
13032018T070358,63656521438003,2,6,target0,9,0.85,4,False,False,False
13032018T070358,63656521438633,2,7,target8,9,0.85,4,False,False,False
13032018T070359,63656521439320,2,8,target1,9,0.85,4,False,False,False
13032018T070359,63656521439346,3,-1,-1,9,0.85,4,False,False,False
13032018T070400,63656521440265,3,0,target6,9,0.85,4,False,False,False
13032018T070400,63656521440932,3,1,target7,9,0.85,4,False,False,False
13032018T070401,63656521441572,3,2,target5,9,0.85,4,False,False,False
13032018T070402,63656521442215,3,3,target8,9,0.85,4,False,False,False
13032018T070402,63656521442933,3,4,target2,9,0.85,4,False,False,False
13032018T070403,63656521443503,3,5,target4,9,0.85,4,False,False,False
13032018T070404,63656521444189,3,6,target0,9,0.85,4,False,False,False
13032018T070405,63656521445280,3,7,target3,9,0.85,4,False,False,False
