Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
26032018T194415,63657690255409,4,-1,-1,9,0.85,2,False,True,False
26032018T194416,63657690256071,4,0,target8,9,0.85,2,False,True,False
26032018T194416,63657690256877,4,1,target0,9,0.85,2,False,True,False
26032018T194417,63657690257979,4,2,target4,9,0.85,2,False,True,False
26032018T194418,63657690258579,4,3,target7,9,0.85,2,False,True,False
26032018T194419,63657690259264,4,4,target1,9,0.85,2,False,True,False
26032018T194419,63657690259827,4,5,target5,9,0.85,2,False,True,False
26032018T194422,63657690262544,4,6,target2,9,0.85,2,False,True,False
26032018T194423,63657690263081,4,7,target3,9,0.85,2,False,True,False
26032018T194423,63657690263631,4,8,target6,9,0.85,2,False,True,False
26032018T194423,63657690263647,5,-1,-1,9,0.85,2,False,True,False
26032018T194424,63657690264303,5,0,target0,9,0.85,2,False,True,False
26032018T194425,63657690265098,5,1,target5,9,0.85,2,False,True,False
26032018T194425,63657690265705,5,2,target2,9,0.85,2,False,True,False
26032018T194426,63657690266483,5,3,target3,9,0.85,2,False,True,False
26032018T194427,63657690267099,5,4,target4,9,0.85,2,False,True,False
26032018T194427,63657690267927,5,5,target6,9,0.85,2,False,True,False
26032018T194428,63657690268462,5,6,target7,9,0.85,2,False,True,False
26032018T194428,63657690268951,5,7,target8,9,0.85,2,False,True,False
26032018T194429,63657690269658,5,8,target1,9,0.85,2,False,True,False
26032018T194429,63657690269673,1,-1,-1,9,0.85,3,False,False,False
26032018T194431,63657690271677,1,0,target8,9,0.85,3,False,False,False
26032018T194432,63657690272330,1,1,target7,9,0.85,3,False,False,False
26032018T194433,63657690273222,1,2,target2,9,0.85,3,False,False,False
26032018T194433,63657690273741,1,3,target4,9,0.85,3,False,False,False
26032018T194434,63657690274293,1,4,target3,9,0.85,3,False,False,False
26032018T194434,63657690274931,1,5,target6,9,0.85,3,False,False,False
26032018T194435,63657690275866,1,6,target1,9,0.85,3,False,False,False
26032018T194436,63657690276401,1,7,target0,9,0.85,3,False,False,False
26032018T194437,63657690277489,1,8,target5,9,0.85,3,False,False,False
26032018T194437,63657690277503,2,-1,-1,9,0.85,3,False,False,False
26032018T194438,63657690278010,2,0,target7,9,0.85,3,False,False,False
26032018T194442,63657690282131,2,1,target4,9,0.85,3,False,False,False
26032018T194442,63657690282680,2,2,target5,9,0.85,3,False,False,False
26032018T194443,63657690283276,2,3,target6,9,0.85,3,False,False,False
26032018T194444,63657690284477,2,4,target0,9,0.85,3,False,False,False
26032018T194445,63657690285130,2,5,target3,9,0.85,3,False,False,False
26032018T194445,63657690285716,2,6,target1,9,0.85,3,False,False,False
26032018T194446,63657690286968,2,7,target8,9,0.85,3,False,False,False
26032018T194447,63657690287685,2,8,target2,9,0.85,3,False,False,False
26032018T194447,63657690287699,3,-1,-1,9,0.85,3,False,False,False
26032018T194448,63657690288275,3,0,target1,9,0.85,3,False,False,False
26032018T194449,63657690289115,3,1,target6,9,0.85,3,False,False,False
26032018T194450,63657690290367,3,2,target2,9,0.85,3,False,False,False
26032018T194451,63657690291178,3,3,target5,9,0.85,3,False,False,False
26032018T194451,63657690291829,3,4,target0,9,0.85,3,False,False,False
26032018T194452,63657690292476,3,5,target8,9,0.85,3,False,False,False
26032018T194453,63657690293257,3,6,target4,9,0.85,3,False,False,False
26032018T194453,63657690293903,3,7,target7,9,0.85,3,False,False,False
26032018T194454,63657690294812,3,8,target3,9,0.85,3,False,False,False
26032018T194454,63657690294825,4,-1,-1,9,0.85,3,False,False,False
26032018T194455,63657690295349,4,0,target2,9,0.85,3,False,False,False
26032018T194456,63657690296015,4,1,target1,9,0.85,3,False,False,False
26032018T194456,63657690296551,4,2,target6,9,0.85,3,False,False,False
26032018T194457,63657690297077,4,3,target5,9,0.85,3,False,False,False
26032018T194458,63657690298004,4,4,target8,9,0.85,3,False,False,False
26032018T194458,63657690298487,4,5,target0,9,0.85,3,False,False,False
26032018T194459,63657690299158,4,6,target3,9,0.85,3,False,False,False
26032018T194500,63657690300454,4,7,target4,9,0.85,3,False,False,False
26032018T194501,63657690301165,4,8,target7,9,0.85,3,False,False,False
26032018T194501,63657690301181,5,-1,-1,9,0.85,3,False,False,False
26032018T194502,63657690302082,5,0,target4,9,0.85,3,False,False,False
26032018T194502,63657690302815,5,1,target8,9,0.85,3,False,False,False
