Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
15032018T012686,6.36567E+13,5,-1,-1,9,0.85,1,FALSE,FALSE,TRUE
15032018T012687,6.36567E+13,5,0,target2,9,0.85,1,FALSE,FALSE,TRUE
15032018T012688,6.36567E+13,5,1,target6,9,0.85,1,FALSE,FALSE,TRUE
15032018T012689,6.36567E+13,5,2,target4,9,0.85,1,FALSE,FALSE,TRUE
15032018T012690,6.36567E+13,5,3,target5,9,0.85,1,FALSE,FALSE,TRUE
15032018T012691,6.36567E+13,5,4,target7,9,0.85,1,FALSE,FALSE,TRUE
15032018T012692,6.36567E+13,5,5,target8,9,0.85,1,FALSE,FALSE,TRUE
15032018T012693,6.36567E+13,5,6,target1,9,0.85,1,FALSE,FALSE,TRUE
15032018T012694,6.36567E+13,5,7,target3,9,0.85,1,FALSE,FALSE,TRUE
15032018T012695,6.36567E+13,5,8,target0,9,0.85,1,FALSE,FALSE,TRUE
15032018T012696,6.36567E+13,1,-1,-1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012697,6.36567E+13,1,0,target7,9,0.85,3,FALSE,TRUE,TRUE
15032018T012698,6.36567E+13,1,1,target2,9,0.85,3,FALSE,TRUE,TRUE
15032018T012699,6.36567E+13,1,2,target4,9,0.85,3,FALSE,TRUE,TRUE
15032018T012700,6.36567E+13,1,3,target3,9,0.85,3,FALSE,TRUE,TRUE
15032018T012701,6.36567E+13,1,4,target6,9,0.85,3,FALSE,TRUE,TRUE
15032018T012702,6.36567E+13,1,5,target1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012703,6.36567E+13,1,6,target8,9,0.85,3,FALSE,TRUE,TRUE
15032018T012704,6.36567E+13,1,7,target0,9,0.85,3,FALSE,TRUE,TRUE
15032018T012705,6.36567E+13,1,8,target5,9,0.85,3,FALSE,TRUE,TRUE
15032018T012706,6.36567E+13,2,-1,-1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012707,6.36567E+13,2,0,target7,9,0.85,3,FALSE,TRUE,TRUE
15032018T012708,6.36567E+13,2,1,target6,9,0.85,3,FALSE,TRUE,TRUE
15032018T012709,6.36567E+13,2,2,target8,9,0.85,3,FALSE,TRUE,TRUE
15032018T012710,6.36567E+13,2,3,target3,9,0.85,3,FALSE,TRUE,TRUE
15032018T012711,6.36567E+13,3,-1,-1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012712,6.36567E+13,3,0,target7,9,0.85,3,FALSE,TRUE,TRUE
15032018T012713,6.36567E+13,3,1,target6,9,0.85,3,FALSE,TRUE,TRUE
15032018T012714,6.36567E+13,3,2,target1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012715,6.36567E+13,3,3,target5,9,0.85,3,FALSE,TRUE,TRUE
15032018T012716,6.36567E+13,3,4,target8,9,0.85,3,FALSE,TRUE,TRUE
15032018T012717,6.36567E+13,3,5,target0,9,0.85,3,FALSE,TRUE,TRUE
15032018T012718,6.36567E+13,3,6,target2,9,0.85,3,FALSE,TRUE,TRUE
15032018T012719,6.36567E+13,3,7,target4,9,0.85,3,FALSE,TRUE,TRUE
15032018T012720,6.36567E+13,3,8,target3,9,0.85,3,FALSE,TRUE,TRUE
15032018T012721,6.36567E+13,4,-1,-1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012722,6.36567E+13,4,0,target6,9,0.85,3,FALSE,TRUE,TRUE
15032018T012723,6.36567E+13,4,1,target3,9,0.85,3,FALSE,TRUE,TRUE
15032018T012724,6.36567E+13,4,2,target1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012725,6.36567E+13,4,3,target0,9,0.85,3,FALSE,TRUE,TRUE
15032018T012726,6.36567E+13,4,4,target5,9,0.85,3,FALSE,TRUE,TRUE
15032018T012727,6.36567E+13,4,5,target2,9,0.85,3,FALSE,TRUE,TRUE
15032018T012728,6.36567E+13,4,6,target8,9,0.85,3,FALSE,TRUE,TRUE
15032018T012729,6.36567E+13,4,7,target7,9,0.85,3,FALSE,TRUE,TRUE
15032018T012730,6.36567E+13,4,8,target4,9,0.85,3,FALSE,TRUE,TRUE
15032018T012731,6.36567E+13,5,-1,-1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012732,6.36567E+13,5,0,target1,9,0.85,3,FALSE,TRUE,TRUE
15032018T012733,6.36567E+13,5,1,target2,9,0.85,3,FALSE,TRUE,TRUE
15032018T012734,6.36567E+13,5,2,target0,9,0.85,3,FALSE,TRUE,TRUE
15032018T012735,6.36567E+13,5,3,target5,9,0.85,3,FALSE,TRUE,TRUE
15032018T012736,6.36567E+13,5,4,target7,9,0.85,3,FALSE,TRUE,TRUE
15032018T012737,6.36567E+13,5,5,target8,9,0.85,3,FALSE,TRUE,TRUE
15032018T012738,6.36567E+13,5,6,target3,9,0.85,3,FALSE,TRUE,TRUE
15032018T012739,6.36567E+13,5,7,target6,9,0.85,3,FALSE,TRUE,TRUE
15032018T012740,6.36567E+13,5,8,target4,9,0.85,3,FALSE,TRUE,TRUE
15032018T012741,6.36567E+13,1,-1,-1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012742,6.36567E+13,1,0,target6,9,0.85,1,FALSE,TRUE,FALSE
15032018T012743,6.36567E+13,1,1,target4,9,0.85,1,FALSE,TRUE,FALSE
15032018T012744,6.36567E+13,1,2,target2,9,0.85,1,FALSE,TRUE,FALSE
15032018T012745,6.36567E+13,1,3,target0,9,0.85,1,FALSE,TRUE,FALSE
15032018T012746,6.36567E+13,1,4,target1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012747,6.36567E+13,1,5,target8,9,0.85,1,FALSE,TRUE,FALSE
15032018T012748,6.36567E+13,1,6,target7,9,0.85,1,FALSE,TRUE,FALSE
15032018T012749,6.36567E+13,1,7,target3,9,0.85,1,FALSE,TRUE,FALSE
15032018T012750,6.36567E+13,1,8,target5,9,0.85,1,FALSE,TRUE,FALSE
15032018T012751,6.36567E+13,2,-1,-1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012752,6.36567E+13,2,0,target6,9,0.85,1,FALSE,TRUE,FALSE
15032018T012753,6.36567E+13,2,1,target2,9,0.85,1,FALSE,TRUE,FALSE
15032018T012754,6.36567E+13,2,2,target8,9,0.85,1,FALSE,TRUE,FALSE
15032018T012755,6.36567E+13,2,3,target5,9,0.85,1,FALSE,TRUE,FALSE
15032018T012756,6.36567E+13,2,4,target4,9,0.85,1,FALSE,TRUE,FALSE
15032018T012757,6.36567E+13,2,5,target0,9,0.85,1,FALSE,TRUE,FALSE
15032018T012758,6.36567E+13,2,6,target3,9,0.85,1,FALSE,TRUE,FALSE
15032018T012759,6.36567E+13,2,7,target1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012760,6.36567E+13,2,8,target7,9,0.85,1,FALSE,TRUE,FALSE
15032018T012761,6.36567E+13,3,-1,-1,9,0.85,1,FALSE,TRUE,FALSE
