Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
14032018T020541,63656589941729,5,8,target8,9,0.85,3,False,False,True
14032018T020541,63656589941744,1,-1,-1,9,0.85,4,False,True,True
14032018T020641,63656590001409,1,0,target3,9,0.85,4,False,True,True
14032018T020658,63656590018488,1,1,target6,9,0.85,4,False,True,True
14032018T020731,63656590051485,1,2,target2,9,0.85,4,False,True,True
14032018T020748,63656590068284,1,3,target4,9,0.85,4,False,True,True
14032018T020808,63656590088626,1,4,target7,9,0.85,4,False,True,True
14032018T020821,63656590101757,1,5,target8,9,0.85,4,False,True,True
14032018T020834,63656590114833,1,6,target5,9,0.85,4,False,True,True
14032018T020916,63656590156857,1,7,target1,9,0.85,4,False,True,True
14032018T020930,63656590170612,1,8,target0,9,0.85,4,False,True,True
14032018T020930,63656590170627,2,-1,-1,9,0.85,4,False,True,True
14032018T020948,63656590188044,2,0,target6,9,0.85,4,False,True,True
14032018T021014,63656590214638,2,1,target8,9,0.85,4,False,True,True
14032018T021044,63656590244956,2,2,target2,9,0.85,4,False,True,True
14032018T021049,63656590249658,2,3,target1,9,0.85,4,False,True,True
14032018T021117,63656590277960,2,4,target5,9,0.85,4,False,True,True
14032018T021123,63656590283723,2,5,target4,9,0.85,4,False,True,True
14032018T021151,63656590311283,2,6,target7,9,0.85,4,False,True,True
14032018T021211,63656590331006,2,7,target0,9,0.85,4,False,True,True
14032018T021229,63656590349748,2,8,target3,9,0.85,4,False,True,True
14032018T021229,63656590349763,3,-1,-1,9,0.85,4,False,True,True
14032018T021241,63656590361991,3,0,target4,9,0.85,4,False,True,True
14032018T021249,63656590369391,3,1,target5,9,0.85,4,False,True,True
14032018T021259,63656590379363,3,2,target3,9,0.85,4,False,True,True
14032018T021318,63656590398393,3,3,target6,9,0.85,4,False,True,True
14032018T021333,63656590413419,3,4,target8,9,0.85,4,False,True,True
14032018T021351,63656590431319,3,5,target0,9,0.85,4,False,True,True
14032018T021357,63656590437375,3,6,target1,9,0.85,4,False,True,True
14032018T021411,63656590451942,3,7,target2,9,0.85,4,False,True,True
14032018T021433,63656590473166,3,8,target7,9,0.85,4,False,True,True
14032018T021433,63656590473186,4,-1,-1,9,0.85,4,False,True,True
14032018T021506,63656590506482,4,0,target4,9,0.85,4,False,True,True
14032018T021518,63656590518590,4,1,target1,9,0.85,4,False,True,True
14032018T021533,63656590533782,4,2,target0,9,0.85,4,False,True,True
14032018T021548,63656590548943,4,3,target2,9,0.85,4,False,True,True
14032018T021615,63656590575124,4,4,target5,9,0.85,4,False,True,True
14032018T021633,63656590593912,4,5,target8,9,0.85,4,False,True,True
